"ID"	"PCA p-val"	"PCA q-val"
"1"	1	0.922586617236437	0.999999691153066
"2"	2	0.963084673925341	0.999999691153066
"3"	3	NA	NA
"4"	4	NA	NA
"5"	5	NA	NA
"6"	6	NA	NA
"7"	7	NA	NA
"8"	8	NA	NA
"9"	9	NA	NA
"10"	10	NA	NA
"11"	11	NA	NA
"12"	12	NA	NA
"13"	13	NA	NA
"14"	14	NA	NA
"15"	15	NA	NA
"16"	16	NA	NA
"17"	17	0.998230852939201	0.999999691153066
"18"	18	0.751608818480875	0.999999691153066
"19"	19	0.0830739277413791	0.371230539205783
"20"	20	1.72714144373581e-06	3.80254506683599e-05
"21"	21	3.0236449539326e-06	6.37972380059038e-05
"22"	22	0.850702188043639	0.999999691153066
"23"	23	1.72714144373581e-06	3.80254506683599e-05
"24"	24	0.269955229216914	0.762834247966876
"25"	25	1.03985109072609e-06	2.44323176059055e-05
"26"	26	1.03985109072609e-06	2.44323176059055e-05
"27"	27	0.395678908539756	0.915807012637123
"28"	28	3.55893014727827e-20	7.71572947693993e-18
"29"	29	0.0226449388310502	0.147095810302911
"30"	30	0.135620439749525	0.511676265084328
"31"	31	0.101882159996455	0.425554736441529
"32"	32	0.0653426202825106	0.315417119024385
"33"	33	0.0653426202825106	0.315417119024385
"34"	34	0.0653426202825106	0.315417119024385
"35"	35	0.0221848818321169	0.144770350725435
"36"	36	0.0221848818321169	0.144770350725435
"37"	37	0.977468679698431	0.999999691153066
"38"	38	0.0799410384223096	0.362020681798085
"39"	39	NA	NA
"40"	40	0.362700677077435	0.881702027854057
"41"	41	NA	NA
"42"	42	0.521801343653619	0.999999691153066
"43"	43	0.521801343653619	0.999999691153066
"44"	44	0.905665659096753	0.999999691153066
"45"	45	0.85970574751392	0.999999691153066
"46"	46	0.999090180688238	0.999999691153066
"47"	47	0.854557878543028	0.999999691153066
"48"	48	0.559963032170551	0.999999691153066
"49"	49	NA	NA
"50"	50	0.925099031507264	0.999999691153066
"51"	51	NA	NA
"52"	52	NA	NA
"53"	53	0.0305642425618895	0.182185490511482
"54"	54	0.747643477484867	0.999999691153066
"55"	55	0.277635232322929	0.77454239037629
"56"	56	0.939045682543634	0.999999691153066
"57"	57	0.855182916357503	0.999999691153066
"58"	58	0.119644720047536	0.470308900728428
"59"	59	0.119644720047536	0.470308900728428
"60"	60	0.0540714895259468	0.275134492210175
"61"	61	0.0540714895259468	0.275134492210175
"62"	62	0.333295433001557	0.848468932913037
"63"	63	0.333295433001557	0.848468932913037
"64"	64	0.0476061975716946	0.250591839667158
"65"	65	0.527695095824456	0.999999691153066
"66"	66	0.62594051917547	0.999999691153066
"67"	67	0.926477151856498	0.999999691153066
"68"	68	0.434392108440584	0.949679202419732
"69"	69	0.77333781277568	0.999999691153066
"70"	70	0.981030460748489	0.999999691153066
"71"	71	0.959435132912895	0.999999691153066
"72"	72	0.00390291463871994	0.0367198307461887
"73"	73	0.914087299850507	0.999999691153066
"74"	74	0.452686246285591	0.96556599369912
"75"	75	0.675980767804578	0.999999691153066
"76"	76	0.867461499283923	0.999999691153066
"77"	77	0.704291774020981	0.999999691153066
"78"	78	0.945856700673928	0.999999691153066
"79"	79	0.707724358117749	0.999999691153066
"80"	80	0.601811919701864	0.999999691153066
"81"	81	0.999845445334642	0.999999691153066
"82"	82	NA	NA
"83"	83	NA	NA
"84"	84	NA	NA
"85"	85	NA	NA
"86"	86	NA	NA
"87"	87	NA	NA
"88"	88	NA	NA
"89"	89	NA	NA
"90"	90	NA	NA
"91"	91	0.0495134744525596	0.258051172175753
"92"	92	3.88382249363175e-06	8.02080429872444e-05
"93"	93	0.369318622486786	0.889111821753613
"94"	94	0.236650485357406	0.70858130670883
"95"	95	0.667848084611901	0.999999691153066
"96"	96	0.95772760272565	0.999999691153066
"97"	97	0.896802615775767	0.999999691153066
"98"	98	0.921621378504542	0.999999691153066
"99"	99	0.801878231794617	0.999999691153066
"100"	100	0.89898455222244	0.999999691153066
"101"	101	0.450111487574039	0.963264178210308
"102"	102	0.262146643718018	0.749916129107949
"103"	103	0.991310581783786	0.999999691153066
"104"	104	0.738625938568054	0.999999691153066
"105"	105	NA	NA
"106"	106	0.156362120990715	0.558031145970605
"107"	107	0.0476077553878509	0.250591839667158
"108"	108	0.792810761641606	0.999999691153066
"109"	109	0.793099018953448	0.999999691153066
"110"	110	0.394971595378154	0.915377368100127
"111"	111	0.94620516694039	0.999999691153066
"112"	112	0.273924767415066	0.769117912445187
"113"	113	0.694799800366242	0.999999691153066
"114"	114	0.544143926818252	0.999999691153066
"115"	115	0.39572776941181	0.915844516501405
"116"	116	0.207784629754902	0.658867184865658
"117"	117	0.33284178515943	0.847849979877385
"118"	118	0.322943439703887	0.835235098509007
"119"	119	0.985972572477159	0.999999691153066
"120"	120	0.919572660002763	0.999999691153066
"121"	121	0.228614276772572	0.69593555698865
"122"	122	1.02722607132444e-08	3.87822758654331e-07
"123"	123	1.02722607132444e-08	3.87822758654331e-07
"124"	124	1.02722607132444e-08	3.87822758654331e-07
"125"	125	1.02722607132444e-08	3.87822758654331e-07
"126"	126	0.0835798597187983	0.373021331846385
"127"	127	0.864729272588879	0.999999691153066
"128"	128	0.676170888569405	0.999999691153066
"129"	129	0.59611162495044	0.999999691153066
"130"	130	0.249216577281074	0.728715201853671
"131"	131	0.598435049243898	0.999999691153066
"132"	132	NA	NA
"133"	133	0.821716158594757	0.999999691153066
"134"	134	0.0302489126545918	0.180914078612519
"135"	135	NA	NA
"136"	136	NA	NA
"137"	137	0.936438352686216	0.999999691153066
"138"	138	0.995625467940702	0.999999691153066
"139"	139	NA	NA
"140"	140	0.339002073340198	0.855552863721066
"141"	141	1.55689544988593e-06	3.4475998394508e-05
"142"	142	0.620824290087537	0.999999691153066
"143"	143	NA	NA
"144"	144	0.606356056387857	0.999999691153066
"145"	145	0.759702322488406	0.999999691153066
"146"	146	0.715251625692337	0.999999691153066
"147"	147	0.992370205819846	0.999999691153066
"148"	148	0.480550839512597	0.987250994342543
"149"	149	0.64867710877707	0.999999691153066
"150"	150	0.999876328685058	0.999999691153066
"151"	151	0.94988468549967	0.999999691153066
"152"	152	0.94988468549967	0.999999691153066
"153"	153	NA	NA
"154"	154	NA	NA
"155"	155	0.990949338552917	0.999999691153066
"156"	156	NA	NA
"157"	157	0.728060987775758	0.999999691153066
"158"	158	0.252637302242558	0.734478195493137
"159"	159	0.345990755963147	0.864668448510245
"160"	160	0.00176020892167844	0.019034870907116
"161"	161	2.69279349414944e-12	1.69441214960757e-10
"162"	162	0.00176020892167844	0.019034870907116
"163"	163	0.404198214501944	0.922970690616228
"164"	164	0.0604512408008267	0.298272982711056
"165"	165	0.301228648384375	0.807946985755759
"166"	166	0.984634739869163	0.999999691153066
"167"	167	0.790690649990558	0.999999691153066
"168"	168	0.783516434126202	0.999999691153066
"169"	169	0.999994065785867	0.999999691153066
"170"	170	0.999875943418563	0.999999691153066
"171"	171	0.999678905443199	0.999999691153066
"172"	172	NA	NA
"173"	173	NA	NA
"174"	174	0.884613480167635	0.999999691153066
"175"	175	NA	NA
"176"	176	NA	NA
"177"	177	0.899512023991073	0.999999691153066
"178"	178	0.963918354103146	0.999999691153066
"179"	179	0.924980154816936	0.999999691153066
"180"	180	0.959819929942639	0.999999691153066
"181"	181	NA	NA
"182"	182	0.669930448331556	0.999999691153066
